video_path,video_results
animated_0000.mp4,0.13998933414576897
animated_0001.mp4,0.03852093180045557
animated_0002.mp4,0.03275581523513349
animated_0003.mp4,0.11689665237730584
animated_0004.mp4,0.07194304379575889
animated_0005.mp4,0.042478941198478726
animated_0006.mp4,0.06634647634780877
animated_0007.mp4,0.06862568318541817
animated_0008.mp4,0.032363496549070225
animated_0009.mp4,0.05113467716660791
animated_0010.mp4,0.03314705376136384
animated_0011.mp4,0.08326475891505147
animated_0012.mp4,0.024242152040305776
animated_0013.mp4,0.05116999765945618
animated_0014.mp4,0.04953635784355903
animated_0015.mp4,0.040764953065231646
animated_0016.mp4,0.0604500405896542
animated_0017.mp4,0.04670215269378142
animated_0018.mp4,0.061508085593274586
animated_0019.mp4,0.025227155564082393
animated_0020.mp4,0.051533047446504776
animated_0021.mp4,0.04767851267343581
animated_0022.mp4,0.0749942933895138
animated_0023.mp4,0.015791646989311348
animated_0024.mp4,0.03647511209457632
animated_0025.mp4,0.03280056125975239
animated_0026.mp4,0.024234048882894266
animated_0027.mp4,0.05652773901497654
animated_0028.mp4,0.01556109356769908
animated_0029.mp4,0.03063956267647394
animated_0030.mp4,0.017621447171566995
animated_0031.mp4,0.12122926343475182
animated_0032.mp4,0.10586863537043634
animated_0033.mp4,0.01940446378007099
animated_0034.mp4,0.0540090166715359
animated_0035.mp4,0.03547557953432867
animated_0036.mp4,0.025284662236346733
animated_0037.mp4,0.028041435689866834
animated_0038.mp4,0.06639397772890576
animated_0039.mp4,0.07755547234087157
animated_0040.mp4,0.023271482976241264
animated_0041.mp4,0.029479734841862282
animated_0042.mp4,0.03094531395675726
animated_0043.mp4,0.04272132234759263
animated_0044.mp4,0.04360497300248212
animated_0045.mp4,0.035961454008275995
animated_0046.mp4,0.038361794362893775
animated_0047.mp4,0.028143536119111356
animated_0048.mp4,0.03527525167777368
animated_0049.mp4,0.04019913253908314
animated_0050.mp4,0.03527257856480204
animated_0051.mp4,0.016886959580193706
animated_0052.mp4,0.07291842964763862
animated_0053.mp4,0.047704755688726896
animated_0054.mp4,0.020348300967597766
animated_0055.mp4,0.038158494746477256
animated_0056.mp4,0.057024951944942615
animated_0057.mp4,0.06663621507357109
animated_0058.mp4,0.029137304135449016
animated_0059.mp4,0.04481270198920728
animated_0060.mp4,0.024136047201621214
animated_0061.mp4,0.03447314413278191
animated_0062.mp4,0.0227064009050002
animated_0063.mp4,0.04778635581520896
animated_0064.mp4,0.044133299367033585
animated_0065.mp4,0.03016103342663734
animated_0066.mp4,0.028752952698775758
animated_0067.mp4,0.020512126189919933
animated_0068.mp4,0.005839575043327105
animated_0069.mp4,0.031125522690326646
animated_0070.mp4,0.07190779405369607
animated_0071.mp4,0.021086896176657266
animated_0072.mp4,0.02243384158797035
animated_0073.mp4,0.026187970026694485
animated_0074.mp4,0.04270661279596566
animated_0075.mp4,0.04379045255478786
animated_0076.mp4,0.043269809648216695
animated_0077.mp4,0.04471671281433465
animated_0078.mp4,0.015741981918681702
animated_0079.mp4,0.04627842924344483
animated_0080.mp4,0.0477271157932051
animated_0081.mp4,0.028751839405578794
animated_0082.mp4,0.05482928330694303
animated_0083.mp4,0.013065006183117012
animated_0084.mp4,0.04037647230038699
animated_0085.mp4,0.06633008337556423
animated_0086.mp4,0.05642461567031365
animated_0087.mp4,0.04161846876635855
animated_0088.mp4,0.051662952263199946
animated_0089.mp4,0.04971028597256888
animated_0090.mp4,0.0296432195683054
animated_0091.mp4,0.0686790526862262
animated_0092.mp4,0.04262026243043482
animated_0093.mp4,0.029476374240995806
animated_0094.mp4,0.015505710100052195
animated_0095.mp4,0.018381673760181627
animated_0096.mp4,0.017329924248722595
animated_0097.mp4,0.06448219513045172
animated_0098.mp4,0.06695451233946459
animated_0099.mp4,0.07112796549253719
close_shot_0000.mp4,0.032616008056201684
close_shot_0001.mp4,0.019385261462424586
close_shot_0002.mp4,0.030949052112464237
close_shot_0003.mp4,0.09075972198613669
close_shot_0004.mp4,0.03654541915388254
close_shot_0005.mp4,0.04927413820537341
close_shot_0006.mp4,0.0268443683476276
close_shot_0007.mp4,0.01965201054597987
close_shot_0008.mp4,0.08725136499183228
close_shot_0009.mp4,0.06599512360994564
close_shot_0010.mp4,0.23529631817883834
close_shot_0011.mp4,0.01902252555342221
close_shot_0012.mp4,0.018252370152075148
close_shot_0013.mp4,0.010948291455962877
close_shot_0014.mp4,0.013577848093206502
close_shot_0015.mp4,0.03853938763396969
close_shot_0016.mp4,0.034515565210705645
close_shot_0017.mp4,0.09247101467817243
close_shot_0018.mp4,0.08414424418433053
close_shot_0019.mp4,0.014188366868678859
close_shot_0020.mp4,0.043359289142936186
close_shot_0021.mp4,0.19968351837859122
close_shot_0022.mp4,0.0164639178132977
close_shot_0023.mp4,0.04281022681585722
close_shot_0024.mp4,0.04262569468172428
close_shot_0025.mp4,0.038199297958976475
close_shot_0026.mp4,0.03173580780471208
close_shot_0027.mp4,0.01700145266905495
close_shot_0028.mp4,0.041805459347607155
close_shot_0029.mp4,0.04344841554691725
close_shot_0030.mp4,0.03288459311672254
close_shot_0031.mp4,0.07177183342890547
close_shot_0032.mp4,0.06708194195970107
close_shot_0033.mp4,0.018396851472539222
close_shot_0034.mp4,0.17145052584166698
close_shot_0035.mp4,0.06164665687180659
close_shot_0036.mp4,0.09000763110195242
close_shot_0037.mp4,0.02205406451180081
close_shot_0038.mp4,0.015381567208458291
close_shot_0039.mp4,0.03310291818081845
close_shot_0040.mp4,0.05263075409696594
close_shot_0041.mp4,0.05679553336000209
close_shot_0042.mp4,0.01946835658237256
close_shot_0043.mp4,0.038896453049864776
close_shot_0044.mp4,0.04053697029874126
close_shot_0045.mp4,0.3708748275265896
close_shot_0046.mp4,0.24599355481764018
close_shot_0047.mp4,0.22850567527124865
close_shot_0048.mp4,0.015450146281146937
close_shot_0049.mp4,0.078964170439205
close_shot_0050.mp4,0.024829849127231185
close_shot_0051.mp4,0.05453931605368245
close_shot_0052.mp4,0.015111417462318588
close_shot_0053.mp4,0.020936523063509904
close_shot_0054.mp4,0.03833923768086267
close_shot_0055.mp4,0.0644153122005009
close_shot_0056.mp4,0.02758741778861795
close_shot_0057.mp4,0.06565044731929892
close_shot_0058.mp4,0.07525176261295563
close_shot_0059.mp4,0.024571275135803372
close_shot_0060.mp4,0.010512791523019649
close_shot_0061.mp4,0.027789464537164354
close_shot_0062.mp4,0.0555991585206741
close_shot_0063.mp4,0.02645453305908041
close_shot_0064.mp4,0.07734855375471805
close_shot_0065.mp4,0.030917028562339244
close_shot_0066.mp4,0.021495511848172555
close_shot_0067.mp4,0.008726701283380711
close_shot_0068.mp4,0.11118303046369205
close_shot_0069.mp4,0.1048136266796953
close_shot_0070.mp4,0.05069656576697201
close_shot_0071.mp4,0.10519077839931978
close_shot_0072.mp4,0.019418123744003868
close_shot_0073.mp4,0.05389841075645796
close_shot_0074.mp4,0.005741818774852803
close_shot_0075.mp4,0.04618407501342481
close_shot_0076.mp4,0.1086836135317173
close_shot_0077.mp4,0.06042796805663886
close_shot_0078.mp4,0.03826153199441973
close_shot_0079.mp4,0.07560975142525828
close_shot_0080.mp4,0.03647760199219641
close_shot_0081.mp4,0.04374627692509847
close_shot_0082.mp4,0.028398531503143865
close_shot_0083.mp4,0.05969025888291091
close_shot_0084.mp4,0.11368579954355162
close_shot_0085.mp4,0.025199738694284823
close_shot_0086.mp4,0.1334182571849163
close_shot_0087.mp4,0.054419702974449535
close_shot_0088.mp4,0.09259453861392974
close_shot_0089.mp4,0.02919507670363619
close_shot_0090.mp4,0.01711288545232792
close_shot_0091.mp4,0.024756010392179117
close_shot_0092.mp4,0.025154462307166447
close_shot_0093.mp4,0.07134424627669045
close_shot_0094.mp4,0.08409004668133413
close_shot_0095.mp4,0.0639890470236586
close_shot_0096.mp4,0.04963537555740993
close_shot_0097.mp4,0.21842546060499823
close_shot_0098.mp4,0.05023158715442011
close_shot_0099.mp4,0.02057169183047458
human_0000.mp4,0.04671630074138955
human_0001.mp4,0.0177050565036323
human_0002.mp4,0.02716256542252915
human_0003.mp4,0.06935782633634147
human_0004.mp4,0.014044633950811347
human_0005.mp4,0.048871187293036744
human_0006.mp4,0.040227105007031305
human_0007.mp4,0.06146600455549578
human_0008.mp4,0.0871668140295645
human_0009.mp4,0.0936410391005349
human_0010.mp4,0.040571027129467474
human_0011.mp4,0.05592586619054396
human_0012.mp4,0.012731161405829639
human_0013.mp4,0.03507077224743593
human_0014.mp4,0.06241011479432146
human_0015.mp4,0.011035040708279986
human_0016.mp4,0.023466751284932696
human_0017.mp4,0.012574178817397197
human_0018.mp4,0.052511728876008856
human_0019.mp4,0.019896615567173148
human_0020.mp4,0.05604052851874508
human_0021.mp4,0.1713243797464632
human_0022.mp4,0.03814786450541785
human_0023.mp4,0.013223466160029451
human_0024.mp4,0.0845627088178571
human_0025.mp4,0.05483220247057208
human_0026.mp4,0.0268406897240272
human_0027.mp4,0.1935319727644218
human_0028.mp4,0.008042052826853663
human_0029.mp4,0.02233640283991334
human_0030.mp4,0.10434585553560072
human_0031.mp4,0.03277977299920942
human_0032.mp4,0.032140330817548746
human_0033.mp4,0.016120120314579767
human_0034.mp4,0.025707975375136805
human_0035.mp4,0.052790186529757976
human_0036.mp4,0.018840572198595806
human_0037.mp4,0.02256345837121332
human_0038.mp4,0.02314427286225218
human_0039.mp4,0.029106974209014203
human_0040.mp4,0.21195723671025557
human_0041.mp4,0.0427916694761179
human_0042.mp4,0.03153613056472748
human_0043.mp4,0.0412191616896207
human_0044.mp4,0.052419389123295135
human_0045.mp4,0.016960797565092722
human_0046.mp4,0.045459358683328954
human_0047.mp4,0.05374358144139513
human_0048.mp4,0.040824415023682725
human_0049.mp4,0.09868087440764484
human_0050.mp4,0.08413609107271891
human_0051.mp4,0.02698948894659048
human_0052.mp4,0.0635641424081983
human_0053.mp4,0.051255837329178044
human_0054.mp4,0.16077964068937045
human_0055.mp4,0.008171610654892136
human_0056.mp4,0.04783442372198432
human_0057.mp4,0.01640864993500668
human_0058.mp4,0.02251743686995522
human_0059.mp4,0.01485549413717413
human_0060.mp4,0.02758801393890642
human_0061.mp4,0.12020550785410844
human_0062.mp4,0.023769902004760812
human_0063.mp4,0.030741431292537147
human_0064.mp4,0.09378179493544869
human_0065.mp4,0.20622047902457297
human_0066.mp4,0.02735139102643047
human_0067.mp4,0.011534042750810602
human_0068.mp4,0.029701660646220818
human_0069.mp4,0.018066400991910037
human_0070.mp4,0.014890009123858183
human_0071.mp4,0.04215537304851291
human_0072.mp4,0.11099137791001112
human_0073.mp4,0.019614250101954944
human_0074.mp4,0.029969654002623747
human_0075.mp4,0.09104351313504844
human_0076.mp4,0.06892301569069814
human_0077.mp4,0.1725777437080378
human_0078.mp4,0.04015117454262196
human_0079.mp4,0.015092524435600607
human_0080.mp4,0.04959940437984289
human_0081.mp4,0.00982471730726786
human_0082.mp4,0.011285324560798005
human_0083.mp4,0.04810510399302159
human_0084.mp4,0.09967908940007497
human_0085.mp4,0.022750189246603325
human_0086.mp4,0.024712465565387864
human_0087.mp4,0.02354469319112651
human_0088.mp4,0.09111074656658236
human_0089.mp4,0.043607026614179034
human_0090.mp4,0.011854565041222509
human_0091.mp4,0.07044860091823657
human_0092.mp4,0.0227958980892371
human_0093.mp4,0.03437518890317448
human_0094.mp4,0.030404877855727763
human_0095.mp4,0.03430909769664359
human_0096.mp4,0.06554270594801115
human_0097.mp4,0.017264199828255666
human_0098.mp4,0.03369653069991818
human_0099.mp4,0.1264740285920789
panorama_0000.mp4,0.17903832941440756
panorama_0001.mp4,0.10513033654508797
panorama_0002.mp4,0.05984301984577933
panorama_0003.mp4,0.0219941444178553
panorama_0004.mp4,0.06621816738750752
panorama_0005.mp4,0.08433448876554261
panorama_0006.mp4,0.09441464835032098
panorama_0007.mp4,0.08223758584446017
panorama_0008.mp4,0.07907890266835382
panorama_0009.mp4,0.14928283264834108
panorama_0010.mp4,0.06664588178152542
panorama_0011.mp4,0.009847089715601332
panorama_0012.mp4,0.01483515226682619
panorama_0013.mp4,0.09630022516708459
panorama_0014.mp4,0.09343696532795676
panorama_0015.mp4,0.08490315828797446
panorama_0016.mp4,0.07363391604764291
panorama_0017.mp4,0.03406000958833655
panorama_0018.mp4,0.04281598960072919
panorama_0019.mp4,0.02603703753403841
panorama_0020.mp4,0.04447058695836259
panorama_0021.mp4,0.03406732584483363
panorama_0022.mp4,0.051431392888446004
panorama_0023.mp4,0.05718470681976262
panorama_0024.mp4,0.07819556179404152
panorama_0025.mp4,0.08640058810536111
panorama_0026.mp4,0.10410049054718962
panorama_0027.mp4,0.06358414554153402
panorama_0028.mp4,0.12254690369811927
panorama_0029.mp4,0.14180195875344737
panorama_0030.mp4,0.04209561588416322
panorama_0031.mp4,0.09181716711212973
panorama_0032.mp4,0.07157997496715351
panorama_0033.mp4,0.06464660868088412
panorama_0034.mp4,0.03324605369456912
panorama_0035.mp4,0.13684439976503482
panorama_0036.mp4,0.07703916595445892
panorama_0037.mp4,0.13555684522228928
panorama_0038.mp4,0.08987100047855767
panorama_0039.mp4,0.1397280681412958
panorama_0040.mp4,0.02510855563682335
panorama_0041.mp4,0.07439811631178062
panorama_0042.mp4,0.218394882497277
panorama_0043.mp4,0.04481685466710994
panorama_0044.mp4,0.1696017517967392
panorama_0045.mp4,0.13190337943440666
panorama_0046.mp4,0.1171210616410534
panorama_0047.mp4,0.0459791464843724
panorama_0048.mp4,0.10472794270766195
panorama_0049.mp4,0.030586975353886547
panorama_0050.mp4,0.057556799509736356
panorama_0051.mp4,0.022480598694397447
panorama_0052.mp4,0.06683391262669569
panorama_0053.mp4,0.07734182928366495
panorama_0054.mp4,0.05309217138849931
